timestamp,user,text,toxic_labels,stt_time,ai_time,latency_ms,user_count
2026-02-15 16:40:01,Y,"Her for life, bitch.  Her for life, bitch.",toxic,2306.88,46.12,2353.00,2
2026-02-15 16:40:10,Y,I hummed Shadow Jam's mom.,SAFE,1022.58,64.50,1087.09,2
2026-02-15 16:40:19,Y,"Well, you are a proper cunt.",toxic,1055.43,49.40,1104.83,2
2026-02-15 16:40:29,Y,"Go come on a dildo, wink bag.",toxic,1026.52,48.35,1074.88,2
2026-02-15 16:40:39,Y,You all are complete retards.,toxic,1057.68,49.43,1107.11,2
2026-02-15 16:40:48,Y,Mind your damn business,toxic,1019.85,45.58,1065.42,2
2026-02-15 16:40:57,Y,"PS, you're a bitch.",toxic,1000.97,46.04,1047.01,2
2026-02-15 16:41:07,Y,Fucking loser sucker dick,toxic,940.13,46.19,986.33,2
2026-02-15 16:41:18,Y,Motherfucking in breed pieces of shit.,toxic,1033.65,44.48,1078.14,2
2026-02-15 16:41:28,Y,masturbating over his brother's dead body.,toxic,1009.33,48.96,1058.29,2
2026-02-15 16:41:39,Y,You animal fucker get a life chairman of all.,toxic,1040.57,46.81,1087.37,2
2026-02-15 16:41:49,Y,I suggest you kill yourself.,toxic,959.49,44.74,1004.23,2
2026-02-15 16:41:59,Y,"You suck dumb people's, yeah?",toxic,1034.52,45.41,1079.94,2
2026-02-15 16:42:09,Y,Edit my own C. Arrogant fags.,toxic,1022.93,44.88,1067.80,2
2026-02-15 16:42:22,Y,Cockback you harad me gay lord.,toxic,3698.33,44.14,3742.47,2
2026-02-15 16:42:29,Y,Man you suck like Mar-Ballon!,toxic,1023.09,48.38,1071.47,2
2026-02-15 16:42:39,Y,You're boring and retarded too.,toxic,1043.71,46.32,1090.04,2
2026-02-15 16:42:48,Y,little boy my ass.,toxic,1001.06,49.01,1050.07,2
