timestamp,user,text,toxic_labels,stt_time,ai_time,latency_ms,user_count
2026-02-15 18:30:45,Hh,hi you fucking idiot,toxic,826.17,62.67,888.84,3
2026-02-15 18:30:55,Hh,fuck you bostic t u r d,toxic,913.21,45.08,958.29,3
2026-02-15 18:31:06,Hh,glazer injure corporation piss off,toxic,1096.45,43.42,1139.87,3
2026-02-15 18:31:16,Hh,anonymous uk i found broke but you,SAFE,961.84,40.12,1001.96,3
2026-02-15 18:31:26,Hh,l m a o you're a male nurse,toxic,1036.87,44.11,1080.98,3
2026-02-15 18:31:37,Hh,dip share to spell vandalism retired,SAFE,1120.76,46.71,1167.47,3
2026-02-15 18:31:48,Hh,delete my two hundred articles war,SAFE,1139.67,40.29,1179.96,3
2026-02-15 18:32:01,Hh,ppp p s s s s s ha ha ha ha ha ha funny as shit,toxic,1207.36,49.91,1257.27,3
2026-02-15 18:32:10,Hh,lol guess what you're a faggot,toxic,885.03,80.87,965.90,3
2026-02-15 18:32:20,Hh,reply to above simply butenis,SAFE,983.64,42.76,1026.40,3
2026-02-15 18:32:30,Hh,i hear be as a loser,SAFE,826.82,40.86,867.68,3
2026-02-15 18:32:39,Hh,fuck you fuck you deletion este,toxic,951.47,42.48,993.95,3
2026-02-15 18:32:49,Hh,go away racists not wanted,toxic,994.40,42.71,1037.11,3
2026-02-15 18:32:58,Hh,no i don't care you bitch,toxic,896.71,41.06,937.77,3
2026-02-15 18:33:08,Hh,talk these days of fucker,toxic,1019.95,45.48,1065.42,3
2026-02-15 18:33:18,Hh,jimbo wales stupid,toxic,894.05,40.24,934.29,3
2026-02-15 18:33:28,Hh,bloody hell it continues,toxic,902.43,43.43,945.86,3
2026-02-15 18:33:37,Hh,phil knight why don't you die,toxic,879.94,44.35,924.29,3
2026-02-15 18:33:48,Hh,cody is fucking awesome,toxic,1020.83,41.13,1061.96,3
2026-02-15 18:33:57,Hh,you are a fucking retard,toxic,900.99,41.58,942.57,3
2026-02-15 18:34:07,Hh,spit how one you suck spirit hold,toxic,882.14,51.86,934.00,3
2026-02-15 18:34:17,Hh,e yes you are a wanker,toxic,829.46,42.11,871.57,3
2026-02-15 18:34:28,Hh,i'm sure cook bag dish bags,SAFE,1099.41,53.10,1152.51,3
2026-02-15 18:34:37,Hh,read the source idiot,toxic,932.11,60.30,992.41,3
2026-02-15 18:34:48,Hh,the less you are stupid motherfucker,toxic,1300.69,40.52,1341.21,3
2026-02-15 18:34:58,Hh,here was the best whiteboard and mother fucker,toxic,1259.72,41.79,1301.52,3
2026-02-15 18:35:07,Hh,yeah got me fake scholar,SAFE,860.84,40.60,901.45,3
2026-02-15 18:35:16,Hh,yeah man you're pissing me off,toxic,979.74,51.75,1031.50,3
2026-02-15 18:35:26,Hh,have for life bitch,toxic,773.74,42.43,816.18,3
2026-02-15 18:35:36,Hh,i have shadow jams mom,SAFE,1061.91,42.49,1104.41,3
2026-02-15 18:35:45,Hh,well you are a proper can't,toxic,900.06,44.28,944.33,3
2026-02-15 18:35:55,Hh,go come on a dildo went back,toxic,1006.89,41.30,1048.19,3
2026-02-15 18:36:05,Hh,you all a complete retard,toxic,872.25,48.76,921.01,3
2026-02-15 18:36:14,Hh,mind you down views this,SAFE,949.79,41.35,991.14,3
2026-02-15 18:36:24,Hh,ps you're a bitch,toxic,738.66,42.63,781.29,3
2026-02-15 18:36:34,Hh,fucking loser suck a dick,toxic,1013.66,41.56,1055.22,3
2026-02-15 18:36:44,Hh,mother fucking angry pieces of shit,toxic,1219.04,39.94,1258.98,3
2026-02-15 18:36:55,Hh,masturbating over his brother's dead body,toxic,1053.05,46.06,1099.11,3
2026-02-15 18:37:06,Hh,you animal fucker get a life chairman of all,toxic,1266.03,47.22,1313.25,3
2026-02-15 18:37:15,Hh,i suggest you kill yourself,toxic,946.99,40.78,987.77,3
2026-02-15 18:37:25,Hh,you suck donkey balls yeah,toxic,858.78,43.34,902.12,3
2026-02-15 18:37:35,Hh,edit my arm see arrogant bags,SAFE,916.20,41.07,957.27,3
2026-02-15 18:37:45,Hh,come back you have robbed me gaylord,toxic,1069.04,43.27,1112.31,3
2026-02-15 18:37:55,Hh,man you suck make more valid,toxic,1009.86,40.33,1050.20,3
2026-02-15 18:38:05,Hh,you're boring and retarded to,toxic,1016.32,36.15,1052.47,3
2026-02-15 18:38:15,Hh,silly little boy my ass,toxic,938.89,44.59,983.48,3
